model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year
INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,small car,3.0,27.0,32.0,29.0,6,No,2018
INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,small car,3.0,26.0,30.0,28.0,6,No,2018
INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,2WD,Gasoline,midsize car,3.0,20.0,26.0,22.0,4,No,2018
INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,4WD,Gasoline,midsize car,3.0,19.0,26.0,22.0,4,No,2018
INFINITI Q70,3.7,6,SemiAuto-7,2WD,Gasoline,midsize car,3.0,18.0,25.0,21.0,4,No,2018
INFINITI Q70,3.7,6,SemiAuto-7,4WD,Gasoline,midsize car,3.0,18.0,24.0,20.0,4,No,2018
INFINITI Q70,5.6,8,SemiAuto-7,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3,No,2018
INFINITI Q70,5.6,8,SemiAuto-7,4WD,Gasoline,midsize car,3.0,16.0,23.0,18.0,3,No,2018
INFINITI Q70 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,midsize car,3.0,28.0,33.0,30.0,7,Yes,2018
INFINITI QX30,2.0,4,AutoMan-7,2WD,Gasoline,small car,3.0,24.0,33.0,27.0,6,No,2018
INFINITI QX30,2.0,4,AutoMan-7,4WD,Gasoline,small car,3.0,21.0,30.0,25.0,5,No,2018
JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Diesel,small SUV,1.0,26.0,33.0,29.0,5,No,2018
JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7.0,22.0,27.0,24.0,5,No,2018
JAGUAR F-Pace,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,7.0,18.0,23.0,20.0,4,No,2018
JAGUAR F-Type Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7.0,16.0,24.0,19.0,3,No,2018
JAGUAR F-Type Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7.0,20.0,28.0,23.0,5,No,2018
JAGUAR F-Type Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7.0,16.0,24.0,19.0,3,No,2018
JAGUAR F-Type Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7.0,20.0,28.0,23.0,5,No,2018
JAGUAR F-Type R Convertible,5.0,8,SemiAuto-8,4WD,Gasoline,small car,3.0,15.0,23.0,18.0,3,No,2018
JAGUAR F-Type R Coupe,5.0,8,SemiAuto-8,4WD,Gasoline,small car,3.0,15.0,23.0,18.0,3,No,2018
JAGUAR F-Type S Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7.0,15.0,24.0,18.0,3,No,2018
JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7.0,19.0,27.0,22.0,4,No,2018
JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7.0,18.0,26.0,21.0,4,No,2018
JAGUAR F-Type S Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7.0,15.0,24.0,18.0,3,No,2018
JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7.0,19.0,27.0,22.0,4,No,2018
JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7.0,18.0,26.0,21.0,4,No,2018
JAGUAR XE,2.0,4,SemiAuto-8,2WD,Diesel,small car,1.0,32.0,42.0,36.0,7,No,2018
JAGUAR XE,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,25.0,34.0,28.0,6,No,2018
JAGUAR XE,2.0,4,SemiAuto-8,4WD,Diesel,small car,1.0,30.0,40.0,34.0,7,No,2018
JAGUAR XE,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,24.0,34.0,28.0,6,No,2018
JAGUAR XE,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7.0,21.0,30.0,24.0,5,No,2018
JAGUAR XE,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7.0,20.0,29.0,23.0,5,No,2018
JAGUAR XF,2.0,4,SemiAuto-8,2WD,Diesel,midsize car,1.0,31.0,42.0,35.0,7,No,2018
JAGUAR XF,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,25.0,34.0,28.0,6,No,2018
JAGUAR XF,2.0,4,SemiAuto-8,4WD,Diesel,midsize car,1.0,30.0,40.0,34.0,7,No,2018
JAGUAR XF,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,23.0,33.0,27.0,6,No,2018
JAGUAR XF,3.0,6,SemiAuto-8,2WD,Gasoline,midsize car,7.0,20.0,29.0,23.0,5,No,2018
JAGUAR XF,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,7.0,20.0,28.0,23.0,5,No,2018
JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,small SUV,7.0,21.0,30.0,25.0,5,No,2018
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,small SUV,3.0,21.0,28.0,23.0,5,No,2018
JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,small SUV,3.0,21.0,29.0,24.0,5,No,2018
JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,small SUV,3.0,20.0,27.0,23.0,5,No,2018
JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,7.0,21.0,27.0,23.0,5,No,2018
JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,1.0,21.0,27.0,23.0,5,No,2018
JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,small SUV,3.0,18.0,26.0,21.0,4,No,2018
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,7.0,19.0,25.0,22.0,4,No,2018
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,1.0,19.0,25.0,22.0,4,No,2018
JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,small SUV,3.0,18.0,24.0,21.0,4,No,2018
JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,small SUV,7.0,22.0,31.0,25.0,5,No,2018
JEEP Compass,2.4,4,Auto-9,4WD,Gasoline,small SUV,7.0,22.0,30.0,25.0,5,No,2018
JEEP Compass,2.4,4,Man-6,2WD,Gasoline,small SUV,3.0,23.0,32.0,26.0,5,No,2018
JEEP Compass,2.4,4,Man-6,4WD,Gasoline,small SUV,3.0,22.0,31.0,25.0,5,No,2018
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4,No,2018
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4,No,2018
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3,No,2018
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1.0,13.0,19.0,15.0,2,No,2018
KIA Forte,2.0,4,Man-6,2WD,Gasoline,midsize car,5.0,25.0,34.0,28.0,6,No,2018
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,29.0,37.0,32.0,7,Yes,2018
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5.0,29.0,37.0,32.0,7,Yes,2018
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,25.0,33.0,28.0,6,No,2018
KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,3.0,25.0,33.0,28.0,6,No,2018
KIA Forte5,1.6,4,AutoMan-7,2WD,Gasoline,large car,3.0,25.0,30.0,27.0,6,No,2018
KIA Forte5,1.6,4,Man-6,2WD,Gasoline,large car,3.0,23.0,29.0,25.0,5,No,2018
KIA Forte5,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3.0,25.0,34.0,28.0,6,No,2018
KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,large car,3.0,28.0,37.0,31.0,7,Yes,2018
KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,31.0,25.0,5,No,2018
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7.0,24.0,34.0,28.0,6,No,2018
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5.0,24.0,34.0,28.0,6,No,2018
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7.0,25.0,36.0,29.0,6,No,2018
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5.0,25.0,36.0,29.0,6,No,2018
KIA Rio,1.6,4,Man-6,2WD,Gasoline,small car,3.0,29.0,37.0,32.0,7,Yes,2018
KIA Rio,1.6,4,SemiAuto-6,2WD,Gasoline,small car,3.0,28.0,37.0,32.0,7,Yes,2018
KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3.0,18.0,24.0,20.0,4,No,2018
KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3.0,18.0,25.0,21.0,4,No,2018
KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3.0,17.0,22.0,19.0,3,No,2018
KIA Sorento,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,27.0,23.0,5,No,2018
KIA Sorento,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,25.0,22.0,4,No,2018
KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5.0,21.0,28.0,24.0,5,No,2018
KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,22.0,4,No,2018
KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3.0,18.0,25.0,20.0,4,No,2018
KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3.0,17.0,23.0,19.0,3,No,2018
KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3.0,18.0,25.0,21.0,4,No,2018
KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,station wagon,3.0,26.0,31.0,28.0,6,No,2018
KIA Soul,1.6,4,Man-6,2WD,Gasoline,station wagon,3.0,24.0,30.0,27.0,6,No,2018
KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,station wagon,3.0,25.0,30.0,27.0,6,No,2018
KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,station wagon,7.0,25.0,30.0,27.0,6,No,2018
KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,station wagon,5.0,25.0,30.0,27.0,6,No,2018
KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,21.0,26.0,23.0,5,No,2018
KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,20.0,23.0,21.0,4,No,2018
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7.0,22.0,29.0,25.0,5,No,2018
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5,No,2018
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7.0,21.0,25.0,23.0,5,No,2018
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,23.0,5,No,2018
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7.0,23.0,30.0,26.0,5,No,2018
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5.0,23.0,30.0,26.0,5,No,2018
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7.0,21.0,25.0,22.0,4,No,2018
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,22.0,4,No,2018
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1.0,10.0,17.0,12.0,1,No,2018
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1.0,10.0,16.0,12.0,1,No,2018
LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1.0,10.0,17.0,12.0,1,No,2018
LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1.0,10.0,16.0,12.0,1,No,2018
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,small SUV,1.0,26.0,30.0,28.0,5,No,2018
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7.0,21.0,27.0,23.0,5,No,2018
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,7.0,18.0,24.0,20.0,4,No,2018
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,15.0,18.0,16.0,2,No,2018
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,small car,5.0,16.0,26.0,19.0,3,No,2018
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,small car,7.0,26.0,35.0,30.0,7,Yes,2018
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,13.0,18.0,15.0,2,No,2018
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,large car,5.0,18.0,27.0,21.0,4,No,2018
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,large car,5.0,17.0,25.0,20.0,4,No,2018
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,large car,5.0,16.0,24.0,19.0,3,No,2018
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,large car,3.0,17.0,26.0,20.0,4,No,2018
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,large car,3.0,16.0,24.0,19.0,3,No,2018
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3.0,15.0,21.0,17.0,3,No,2018
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,standard SUV,3.0,16.0,24.0,19.0,3,No,2018
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,special purpose,3.0,16.0,23.0,18.0,3,No,2018
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,midsize car,1.0,17.0,24.0,19.0,3,No,2018
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,midsize car,1.0,16.0,24.0,19.0,3,No,2018
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,midsize car,1.0,16.0,24.0,19.0,3,No,2018
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,small car,1.0,13.0,21.0,16.0,2,No,2018
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,small car,1.0,13.0,20.0,15.0,2,No,2018
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,standard SUV,1.0,14.0,20.0,16.0,2,No,2018
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,standard SUV,1.0,14.0,19.0,16.0,2,No,2018
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,large car,1.0,16.0,23.0,18.0,3,No,2018
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,large car,1.0,16.0,23.0,18.0,3,No,2018
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,midsize car,7.0,27.0,37.0,31.0,7,Yes,2018
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,small car,7.0,28.0,38.0,31.0,7,Yes,2018
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,28.0,37.0,32.0,7,Yes,2018
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,28.0,37.0,31.0,7,Yes,2018
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,26.0,35.0,30.0,7,Yes,2018
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,small car,7.0,27.0,36.0,30.0,7,Yes,2018
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3.0,29.0,34.0,31.0,7,Yes,2018
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,small car,3.0,27.0,32.0,29.0,6,No,2018
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,22.0,28.0,24.0,5,No,2018
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,20.0,26.0,23.0,5,No,2018
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5.0,17.0,22.0,19.0,3,No,2018
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5.0,17.0,23.0,19.0,3,No,2018
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5.0,18.0,24.0,20.0,4,No,2018
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5.0,17.0,22.0,19.0,3,No,2018
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5.0,17.0,23.0,19.0,3,No,2018
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5.0,18.0,24.0,20.0,4,No,2018
MERCEDES-BENZ AMG CLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,3.0,23.0,30.0,26.0,5,No,2018
MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,small car,3.0,16.0,22.0,18.0,3,No,2018
MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,midsize car,5.0,15.0,22.0,18.0,3,No,2018
MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,station wagon,5.0,16.0,22.0,18.0,3,No,2018
MERCEDES-BENZ AMG GLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,station wagon,3.0,22.0,28.0,25.0,5,No,2018
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3.0,17.0,22.0,19.0,3,No,2018
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3.0,17.0,23.0,19.0,3,No,2018
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,14.0,18.0,15.0,2,No,2018
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,14.0,18.0,15.0,2,No,2018
MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,13.0,18.0,15.0,2,No,2018
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5.0,16.0,21.0,18.0,3,No,2018
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5.0,16.0,22.0,18.0,3,No,2018
MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,small car,5.0,16.0,22.0,18.0,3,No,2018
MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5.0,17.0,26.0,20.0,4,No,2018
MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,small car,3.0,16.0,25.0,19.0,3,No,2018
MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,small car,3.0,13.0,22.0,16.0,2,No,2018
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5.0,22.0,29.0,25.0,5,No,2018
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5.0,22.0,30.0,25.0,5,No,2018
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5.0,24.0,33.0,27.0,6,No,2018
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5.0,22.0,29.0,25.0,5,No,2018
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5.0,22.0,30.0,25.0,5,No,2018
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5.0,23.0,32.0,26.0,5,No,2018
MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,small car,5.0,24.0,37.0,29.0,6,No,2018
MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,5.0,24.0,32.0,27.0,6,No,2018
MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,small car,3.0,18.0,26.0,21.0,4,No,2018
MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No,2018
MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5,No,2018
MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5,No,2018
MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,station wagon,5.0,24.0,33.0,27.0,6,No,2018
MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small SUV,5.0,23.0,31.0,26.0,5,No,2018
MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5,No,2018
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5.0,21.0,28.0,24.0,5,No,2018
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,27.0,24.0,5,No,2018
MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,standard SUV,3.0,18.0,23.0,20.0,4,No,2018
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,standard SUV,3.0,18.0,22.0,19.0,3,No,2018
MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3.0,17.0,22.0,19.0,3,No,2018
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,standard SUV,3.0,14.0,19.0,16.0,2,No,2018
MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5.0,17.0,27.0,21.0,4,No,2018
MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,large car,5.0,16.0,25.0,19.0,3,No,2018
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No,2018
MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,small car,3.0,25.0,32.0,27.0,6,No,2018
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,midsize car,7.0,24.0,34.0,28.0,6,No,2018
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,6,No,2018
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3.0,22.0,32.0,26.0,5,No,2018
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23.0,31.0,26.0,5,No,2018
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,small car,7.0,28.0,37.0,32.0,7,Yes,2018
MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7.0,27.0,35.0,30.0,7,Yes,2018
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,midsize car,3.0,24.0,34.0,28.0,6,No,2018
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,3.0,24.0,32.0,27.0,6,No,2018
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3.0,22.0,32.0,26.0,5,No,2018
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23.0,30.0,25.0,5,No,2018
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7.0,28.0,37.0,32.0,7,Yes,2018
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7.0,28.0,38.0,32.0,7,Yes,2018
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7.0,27.0,35.0,30.0,7,Yes,2018
MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,midsize car,7.0,22.0,31.0,25.0,5,No,2018
MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,23.0,32.0,27.0,6,No,2018
MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7.0,21.0,30.0,24.0,5,No,2018
MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,22.0,31.0,26.0,5,No,2018
MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,small car,7.0,23.0,32.0,26.0,5,No,2018
MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,25.0,33.0,28.0,6,No,2018
MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,23.0,32.0,27.0,6,No,2018
MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7.0,21.0,31.0,24.0,5,No,2018
MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,22.0,31.0,26.0,5,No,2018
MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,7.0,23.0,32.0,26.0,5,No,2018
MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,25.0,32.0,28.0,6,No,2018
MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3.0,20.0,29.0,24.0,5,No,2018
MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,22.0,30.0,25.0,5,No,2018
MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3.0,21.0,31.0,24.0,5,No,2018
MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23.0,31.0,26.0,5,No,2018
MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,small car,3.0,22.0,31.0,25.0,5,No,2018
MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3.0,25.0,33.0,28.0,6,No,2018
MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,3.0,23.0,32.0,26.0,5,No,2018
MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3.0,25.0,32.0,28.0,6,No,2018
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,small car,5.0,37.0,43.0,39.0,9,Yes,2018
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,small car,5.0,33.0,41.0,36.0,8,Yes,2018
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,small car,5.0,35.0,41.0,37.0,8,Yes,2018
